Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
CARI MORA,Thomas Harris,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,6/9/19,1
PAST TENSE,Lee Child,Bantam/Dell,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,12
REDEMPTION,David Baldacci,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,6/9/19,6
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,37
SUNSET BEACH,Mary Kay Andrews,St. Martin's,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,6/9/19,3
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,35
THE MISTER,E L James,Vintage,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,6
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,6/9/19,37
THE GUEST BOOK,Sarah Blake,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,6/9/19,3
A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,5
SECURING SIDNEY,Susan Stoker,Stoker Aces,Other,,Combined Print and E-Book Fiction,6/9/19,1
FIRE AND BLOOD,George R.R. Martin,Bantam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,6/9/19,8
UNFREEDOM OF THE PRESS,Mark R Levin,Threshold Editions,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,1
HOWARD STERN COMES AGAIN,Howard Stern,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,2
THE PIONEERS,David McCullough,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,3
SEA STORIES,William H McRaven,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,1
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,66
THE MUELLER REPORT,with related materials  The Washington Post,Scribner,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,5
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,28
FURIOUS HOURS,Casey Cep,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,3
THE SECOND MOUNTAIN,David Brooks,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,6
THE BRITISH ARE COMING,Rick Atkinson,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,2
THE MOMENT OF LIFT,Melinda Gates,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,5
THEODORE ROOSEVELT FOR THE DEFENSE,Dan Abrams and David Fisher,Hanover Square,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,1
SACRED DUTY,Tom Cotton,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,2
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,72
THE MUELLER REPORT,with an introduction  Alan Dershowitz,Skyhorse,Skyhorse Publishing,9.78E+12,Combined Print and E-Book Nonfiction,6/9/19,5
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,38
THE 18TH ABDUCTION,James Patterson and Maxine Paetro,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,6/9/19,4
CARI MORA,Thomas Harris,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,6/9/19,1
FIRE AND BLOOD,George R.R. Martin,Bantam,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,22
REDEMPTION,David Baldacci,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,6/9/19,6
THE GUEST BOOK,Sarah Blake,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,6/9/19,3
SUNSET BEACH,Mary Kay Andrews,St. Martin's,Macmillan Publishers,9.78E+12,Hardcover Fiction,6/9/19,3
BLESSING IN DISGUISE,Danielle Steel,Delacorte,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,3
NEON PREY,John Sandford,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,5
THE NIGHT WINDOW,Dean Koontz,Bantam,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,2
NORMAL PEOPLE,Sally Rooney,Hogarth,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,6
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,6/9/19,16
THE BIG KAHUNA,Janet Evanovich and Peter Evanovich,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,3
LOST ROSES,Martha Hall Kelly,Ballantine,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,7
EXHALATION,Ted Chiang,Knopf,Penguin Random House,9.78E+12,Hardcover Fiction,6/9/19,3
UNFREEDOM OF THE PRESS,Mark R Levin,Threshold Editions,Simon & Schuster,9.78E+12,Hardcover Nonfiction,6/9/19,1
HOWARD STERN COMES AGAIN,Howard Stern,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,6/9/19,2
THE PIONEERS,David McCullough,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,6/9/19,3
SEA STORIES,William H McRaven,Grand Central,Grand Central,9.78E+12,Hardcover Nonfiction,6/9/19,1
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,6/9/19,66
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,6/9/19,28
THE SECOND MOUNTAIN,David Brooks,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,6/9/19,6
FURIOUS HOURS,Casey Cep,Knopf,Penguin Random House,9.78E+12,Hardcover Nonfiction,6/9/19,3
THE BRITISH ARE COMING,Rick Atkinson,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,6/9/19,2
THE MOMENT OF LIFT,Melinda Gates,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,6/9/19,5
SACRED DUTY,Tom Cotton,Morrow,HarperCollins,9.78E+12,Hardcover Nonfiction,6/9/19,2
THEODORE ROOSEVELT FOR THE DEFENSE,Dan Abrams and David Fisher,Hanover Square,HarperCollins,9.78E+12,Hardcover Nonfiction,6/9/19,1
UPHEAVAL,Jared Diamond,"Little, Brown",Hachette Book,9.78E+12,Hardcover Nonfiction,6/9/19,3
SPYING ON THE SOUTH,Tony Horwitz,Penguin Press,Penguin Random House,9.78E+12,Hardcover Nonfiction,6/9/19,1
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Hardcover Nonfiction,6/9/19,7
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,3
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,1
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,6/9/19,38
THE MISTER,E L James,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,6
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,6/9/19,12
A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,9
THE DEATH OF MRS. WESTAWAY,Ruth Ware,Scout,Simon & Schuster,9.78E+12,Trade Fiction Paperback,6/9/19,4
A GAME OF THRONES,George RR Martin,Bantam,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,68
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,51
THE OVERSTORY,Richard Powers,Norton,Norton,9.78E+12,Trade Fiction Paperback,6/9/19,7
TARGET: ALEX CROSS,James Patterson,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,6/9/19,2
THERE THERE,Tommy Orange,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,6/9/19,3
SHELTER IN PLACE,Nora Roberts,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,6/9/19,3
THE CLOCKMAKER'S DAUGHTER,Kate Morton,Washington Square,Simon & Schuster,9.78E+12,Trade Fiction Paperback,6/9/19,1
THE LOST GIRLS OF PARIS,Pam Jenoff,Park Row,HarperCollins,9.78E+12,Trade Fiction Paperback,6/9/19,17
THE MUELLER REPORT,with related materials  The Washington Post,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,6/9/19,5
THE MUELLER REPORT,with an introduction  Alan Dershowitz,Skyhorse,Skyhorse Publishing,9.78E+12,Paperback Nonfiction,6/9/19,4
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,6/9/19,54
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,6/9/19,15
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,6/9/19,154
HOW TO CHANGE YOUR MIND,Michael Pollan,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,6/9/19,2
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78E+12,Paperback Nonfiction,6/9/19,46
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,6/9/19,31
GRIT,Angela Duckworth,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,6/9/19,39
THE SOUL OF AMERICA,Jon Meacham,Random House,Penguin Random House,9.78E+12,Paperback Nonfiction,6/9/19,4
THE MUELLER REPORT,the office of the special counsel,Melville,Melville House,9.78E+12,Paperback Nonfiction,6/9/19,3
BEING MORTAL,Atul Gawande,Picador,Holtzbrinck Publishing Group/Macmillan,9.78E+12,Paperback Nonfiction,6/9/19,85
WHY WE SLEEP,Matthew Walker,Scribner,Simon & Schuster,9.78E+12,Paperback Nonfiction,6/9/19,17
LEAD FROM THE OUTSIDE,Stacey Abrams,Picador,Holtzbrinck Publishing Group/Macmillan,9.78E+12,Paperback Nonfiction,6/9/19,5
OUTLIERS,Malcolm Gladwell,"Back Bay/Little, Brown",Hachette Book,9.78E+12,Paperback Nonfiction,6/9/19,275
MAKE YOUR BED,William H. McRaven,Grand Central,Grand Central,9.78E+12,Advice How-To and Miscellaneous,6/9/19,63
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,6/9/19,128
"GIRL, WASH YOUR FACE",Rachel Hollis,Thomas Nelson,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,6/9/19,59
"GIRL, STOP APOLOGIZING",Rachel Hollis,HarperCollins Leadership,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,6/9/19,12
MEDICAL MEDIUM CELERY JUICE,Anthony William,Hay House,Hay House,9.78E+12,Advice How-To and Miscellaneous,6/9/19,1
EVERYTHING IS F*CKED,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,6/9/19,2
DARE TO LEAD,Bren√© Brown,Random House,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,6/9/19,18
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,6/9/19,173
VEGETABLES UNLEASHED,Jos√© Andr√©s and Matt Goulding,Anthony Bourdain/Ecco,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,6/9/19,1
DARING GREATLY,Bren√© Brown,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,6/9/19,75
I WISH YOU MORE,Amy Krouse Rosenthal.,Chronicle,McEvoy,9.78E+12,Picture Books,6/9/19,47
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,6/9/19,186
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,6/9/19,273
DEAR GIRL,Amy Krouse Rosenthal and Paris Rosenthal.,HarperCollins,HarperCollins,9.78E+12,Picture Books,6/9/19,26
I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR,Eric Carle,Grosset & Dunlap,Penguin Random House,9.78E+12,Picture Books,6/9/19,6
WE ARE THE GARDENERS,Joanna Gaines and Kids,Tommy Nelson,HarperCollins,9.78E+12,Picture Books,6/9/19,9
THE DAY THE CRAYONS QUIT,Drew Daywalt.,Philomel,Penguin Random House,9.78E+12,Picture Books,6/9/19,271
GRUMPY MONKEY,Suzanne Lang.,Random House,Penguin Random House,9.78E+12,Picture Books,6/9/19,9
WHAT DO YOU DO WITH A CHANCE?,Kobi Yamada,Compendium,Compendium Publishing,9.78E+12,Picture Books,6/9/19,5
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78E+12,Picture Books,6/9/19,2
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,6/9/19,91
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,6/9/19,532
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,6/9/19,531
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,6/9/19,172
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,6/9/19,503
MAGNUS CHASE AND THE GODS OF ASGARD,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,6/9/19,18
TRACK,Jason Reynolds,Atheneum/Caitlyn Dlouhy,Simon & Schuster,9.78E+12,Series Books,6/9/19,6
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,6/9/19,32
THEODORE BOONE,John Grisham,Dutton,Penguin Random House,9.78E+12,Series Books,6/9/19,25
SPY SCHOOL,Stuart Gibbs,Simon & Schuster,Simon & Schuster,9.78E+12,Series Books,6/9/19,9
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,6/9/19,25
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,6/9/19,117
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,6/9/19,64
KINGSBANE,Claire Legrand,Sourcebooks Fire,Sourcebooks,9.78E+12,Young Adult Hardcover,6/9/19,1
"AGAIN, BUT BETTER",Christine Riccio,Wednesday,Macmillan Publishers,9.78E+12,Young Adult Hardcover,6/9/19,3
ON THE COME UP,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,6/9/19,16
WITH THE FIRE ON HIGH,Elizabeth Acevedo,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,6/9/19,3
THE RED SCROLLS OF MAGIC,Cassandra Clare and Wesley Chu,Margaret K. McElderry,Simon & Schuster,9.78E+12,Young Adult Hardcover,6/9/19,7
STEPSISTER,Jennifer Donnelly,Scholastic,Scholastic,9.78E+12,Young Adult Hardcover,6/9/19,2
"THE FORK, THE WITCH, AND THE WORM",Christopher Paolini with Angela Paolini,Knopf,Penguin Random House,9.78E+12,Young Adult Hardcover,6/9/19,19
SUMMER OF '69,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,7/7/19,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,41
THE RECKONING,John Grisham,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,19
CITY OF GIRLS,Elizabeth Gilbert,Riverhead,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,3
MRS. EVERYTHING,Jennifer Weiner,Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,7/7/19,2
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,41
UNSOLVED,James Patterson and David Ellis,"Little ,Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,7/7/19,3
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,39
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,7/7/19,41
GOOD OMENS,Neil Gaiman and Terry Pratchett,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,7/7/19,1
TOM CLANCY: ENEMY CONTACT,Mike Maden,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,2
THE ORACLE,Clive Cussler and Robin Burcell,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,2
COTTAGE BY THE SEA,Debbie Macomber,Ballantine,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,4
THERE GOES MY HEART,Bella Andre,Oak,Other,9.78E+12,Combined Print and E-Book Fiction,7/7/19,1
PAST TENSE,Lee Child,Bantam/Dell,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,7/7/19,16
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,70
UNFREEDOM OF THE PRESS,Mark R Levin,Threshold Editions,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,5
THE PIONEERS,David McCullough,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,7
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,32
THE MUELLER REPORT,with related materials  The Washington Post,Scribner,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,9
HOWARD STERN COMES AGAIN,Howard Stern,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,6
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,49
SAPIENS,Yuval Noah Harari,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,74
SONGS OF AMERICA,Jon Meacham and Tim McGraw,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,2
KILLERS OF THE FLOWER MOON,David Grann,Doubleday,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,68
SEA STORIES,William H McRaven,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,5
MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,8
THE MOMENT OF LIFT,Melinda Gates,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,8
THE CHOICE,Edith Eva Eger,Scribner,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,1
THE BRITISH ARE COMING,Rick Atkinson,Holt,Macmillan Publishers,9.78E+12,Combined Print and E-Book Nonfiction,7/7/19,6
SUMMER OF '69,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,7/7/19,1
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,42
CITY OF GIRLS,Elizabeth Gilbert,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,3
UNSOLVED,James Patterson and David Ellis,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,7/7/19,3
MRS. EVERYTHING,Jennifer Weiner,Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,7/7/19,2
TOM CLANCY: ENEMY CONTACT,Mike Maden,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,2
THE ORACLE,Clive Cussler and Robin Burcell,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,2
ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong,Penguin Press,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,3
QUEEN BEE,Dorothea Benton Frank,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,7/7/19,4
FLEISHMAN IS IN TROUBLE,Taffy Brodesser-Akner,Random House,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,1
REDEMPTION,David Baldacci,Grand Central,Grand Central,9.78E+12,Hardcover Fiction,7/7/19,10
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,7/7/19,19
NORMAL PEOPLE,Sally Rooney,Hogarth,Penguin Random House,9.78E+12,Hardcover Fiction,7/7/19,8
FALL; OR DODGE IN HELL,Neal Stephenson,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,7/7/19,3
THE LAST HOUSE GUEST,Megan Miranda,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Fiction,7/7/19,1
UNFREEDOM OF THE PRESS,Mark R Levin,Threshold Editions,Simon & Schuster,9.78E+12,Hardcover Nonfiction,7/7/19,5
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,7/7/19,70
THE PIONEERS,David McCullough,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,7/7/19,7
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,7/7/19,32
HOWARD STERN COMES AGAIN,Howard Stern,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,7/7/19,6
SONGS OF AMERICA,Jon Meacham and Tim McGraw,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,7/7/19,2
SEA STORIES,William H McRaven,Grand Central,Grand Central,9.78E+12,Hardcover Nonfiction,7/7/19,5
THE MOMENT OF LIFT,Melinda Gates,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,7/7/19,9
THE BRITISH ARE COMING,Rick Atkinson,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,7/7/19,6
THE SECOND MOUNTAIN,David Brooks,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,7/7/19,10
SIEGE,Michael Wolff,Holt,Macmillan Publishers,9.78E+12,Hardcover Nonfiction,7/7/19,3
THE CONSERVATIVE SENSIBILITY,George F Will,Hachette,Hachette Book,9.78E+12,Hardcover Nonfiction,7/7/19,2
RANGE,David Epstein,Riverhead,Penguin Random House,9.78E+12,Hardcover Nonfiction,7/7/19,3
LAKE OF THE OZARKS,Bill Geist,Grand Central,Grand Central,9.78E+12,Hardcover Nonfiction,7/7/19,2
ELDERHOOD,Louise Aronson,Bloomsbury,Bloomsbury Publishing,9.78E+12,Hardcover Nonfiction,7/7/19,1
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,7/7/19,5
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,7/7/19,7
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,7/7/19,42
THE RECKONING,John Grisham,Bantam,Penguin Random House,9.78E+12,Trade Fiction Paperback,7/7/19,1
GOOD OMENS,Neil Gaiman and Terry Pratchett,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,7/7/19,3
THE OUTSIDER,Stephen King,Gallery,Simon & Schuster,9.78E+12,Trade Fiction Paperback,7/7/19,3
THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,7/7/19,2
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,7/7/19,16
ELEANOR OLIPHANT IS COMPLETELY FINE,Gail Honeyman,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,7/7/19,55
A GENTLEMAN IN MOSCOW,Amor Towles,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,7/7/19,13
LONG ROAD TO MERCY,David Baldacci,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,7/7/19,4
