Title,Author,Publisher,Parent Group,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,7
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,8/2/20,5
SEX AND VANITY,Kevin Kwan,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,3
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,8/2/20,7
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,12
UTOPIA AVENUE,David Mitchell,Random House,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,1
A WALK ALONG THE BEACH,Debbie Macomber,Ballantine,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,1
IF IT BLEEDS,Stephen King,Scribner,Simon & Schuster,9.78E+12,Hardcover Fiction,8/2/20,13
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,8/2/20,26
THE SUMMER HOUSE,James Patterson and Brendan DuBois,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,8/2/20,6
MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,Penguin Random House,9.78E+12,Hardcover Fiction,8/2/20,3
BIG SUMMER,Jennifer Weiner,Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,8/2/20,10
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/2/20,1
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,8/2/20,20
THE ROOM WHERE IT HAPPENED,John Bolton,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/2/20,4
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,19
BEGIN AGAIN,Eddie S Glaude Jr,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,3
ME AND WHITE SUPREMACY,Layla F Saad,Sourcebooks,Sourcebooks,9.78E+12,Hardcover Nonfiction,8/2/20,9
A VERY PUNCHABLE FACE,Colin Jost,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,1
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,One World,One World Publications,9.78E+12,Hardcover Nonfiction,8/2/20,94
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,84
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,126
BIG FRIENDSHIP,Aminatou Sow and Ann Friedman,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/2/20,1
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,21
BLITZ,David Horowitz,Humanix,Newsmax Media,9.78E+12,Hardcover Nonfiction,8/2/20,4
SEPARATED,Jacob Soboroff,Custom House,HarperCollins,9.78E+12,Hardcover Nonfiction,8/2/20,2
BREATH,James Nestor,Riverhead,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/2/20,5
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/2/20,63
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/2/20,53
THE NICKEL BOYS,Colson Whitehead,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/2/20,3
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,8/2/20,65
THE NIGHTINGALE,Kristin Hannah,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,8/2/20,48
LADY IN THE LAKE,Laura Lippman,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,8/2/20,2
CAJUN JUSTICE,James Patterson and Tucker Axum III,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,8/2/20,1
THIS TENDER LAND,William Kent Krueger,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/2/20,4
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/2/20,61
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/2/20,8
THE GUARDIANS,John Grisham,Bantam,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/2/20,5
ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,Scribner,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/2/20,74
CIRCE,Madeline Miller,Back Bay,Hachette Book,9.78E+12,Trade Fiction Paperback,8/2/20,13
HUSH,James Patterson and Candice Fox,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,8/2/20,7
THE TATTOOIST OF AUSCHWITZ,Heather Morris,Harper,HarperCollins,9.78E+12,Trade Fiction Paperback,8/2/20,97
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,8/2/20,98
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78E+12,Paperback Nonfiction,8/2/20,9
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78E+12,Paperback Nonfiction,8/2/20,12
ALEXANDER HAMILTON,Ron Chernow,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/2/20,111
JUST MERCY,Bryan Stevenson,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,8/2/20,214
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78E+12,Paperback Nonfiction,8/2/20,195
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78E+12,Paperback Nonfiction,8/2/20,9
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Paperback Nonfiction,8/2/20,75
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,8/2/20,30
WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,Basic,Perseus Books,9.78E+12,Paperback Nonfiction,8/2/20,7
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/2/20,91
I'LL BE GONE IN THE DARK,Michelle McNamara,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,8/2/20,15
THE GREAT INFLUENZA,John M. Barry,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/2/20,16
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,Milkweed Editions,9.78E+12,Paperback Nonfiction,8/2/20,17
SAPIENS,Yuval Noah Harari,Harper Perennial,HarperCollins,9.78E+12,Paperback Nonfiction,8/2/20,111
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,8/2/20,36
TRIXIE & KATYA'S GUIDE TO MODERN WOMANHOOD,Trixie Mattel and Katya Zamolodchikova,Plume,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,8/2/20,1
"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/2/20,15
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/2/20,37
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,8/2/20,215
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/2/20,188
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,8/2/20,23
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,8/2/20,316
BE THE BRIDGE,Latasha Morrison,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,8/2/20,3
RELATIONSHIP GOALS,Michael Todd,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,8/2/20,12
ANTIRACIST BABY,Ibram X. Kendi.,Kokila,Penguin Random House,9.78E+12,Picture Books,8/2/20,1
"GOOD NIGHT, LITTLE BLUE TRUCK",Alice Schertle and Jill McElmurry,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Picture Books,8/2/20,22
THE WONDERFUL THINGS YOU WILL BE,Emily Winfield Martin,Random House,Penguin Random House,9.78E+12,Picture Books,8/2/20,243
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,Penguin Random House,9.78E+12,Picture Books,8/2/20,19
I AM ENOUGH,Grace ers.,Balzer + Bray,HarperCollins,9.78E+12,Picture Books,8/2/20,14
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,Penguin Random House,9.78E+12,Picture Books,8/2/20,7
WAITING IS NOT EASY!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78E+12,Picture Books,8/2/20,80
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78E+12,Picture Books,8/2/20,15
DRAGONS LOVE TACOS,Adam Rubin.,Dial,Penguin Random House,9.78E+12,Picture Books,8/2/20,309
"SOFIA VALDEZ, FUTURE PREZ",Andrea Beaty,Abrams,Abrams,9.78E+12,Picture Books,8/2/20,11
THE HUNGER GAMES,Suzanne Collins,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,239
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,591
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,87
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,151
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,8/2/20,592
BABY-SITTERS CLUB GRAPHIX,Ann M. Martin; various illustrators,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,33
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,231
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,8/2/20,540
THE LAST KIDS ON EARTH,Max Brallier.,Viking,Penguin Random House,9.78E+12,Series Books,8/2/20,42
I SURVIVED,Lauren Tarshis,Scholastic,Scholastic,9.78E+12,Series Books,8/2/20,58
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",Hachette Book,9.78E+12,Young Adult Hardcover,8/2/20,17
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,8/2/20,177
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,8/2/20,130
HAWK,James Patterson,jimmy patterson,Hachette Book,9.78E+12,Young Adult Hardcover,8/2/20,2
CHAIN OF GOLD,Cassandra Clare,Margaret K. McElderry,Simon & Schuster,9.78E+12,Young Adult Hardcover,8/2/20,20
THE BETROTHED,Kiera Cass,HarperTeen,HarperCollins,9.78E+12,Young Adult Hardcover,8/2/20,11
CLAP WHEN YOU LAND,Elizabeth Acevedo,Quill Tree,HarperCollins,9.78E+12,Young Adult Hardcover,8/2/20,11
FIVE FEET APART,Rachael Lippincott with Mikki Daughtry and Tobias Iaconis,Simon & Schuster,Simon & Schuster,9.78E+12,Young Adult Hardcover,8/2/20,80
CHILDREN OF BLOOD AND BONE,Tomi Adeyemi,Holt,Macmillan Publishers,9.78E+12,Young Adult Hardcover,8/2/20,120
ONE OF US IS NEXT,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,8/2/20,24
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,8/30/20,101
CHOPPY WATER,Stuart Woods,Putnam,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,8/30/20,1
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,Grand Central,9.78E+12,Combined Print and E-Book Fiction,8/30/20,1
A PRIVATE CATHEDRAL,James Lee Burke,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,8/30/20,1
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,8/30/20,11
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,8/30/20,11
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,8/30/20,9
THE ORDER,Daniel Silva,Harper,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,8/30/20,5
1ST CASE,James Patterson and Chris Tebbetts,"Little, Brown",Hachette Book,9.78E+12,Combined Print and E-Book Fiction,8/30/20,3
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,8/30/20,7
NEAR DARK,Brad Thor,Emily Bestler/Atria,Simon & Schuster,9.78E+12,Combined Print and E-Book Fiction,8/30/20,4
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,8/30/20,30
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,Penguin Random House,9.78E+12,Combined Print and E-Book Fiction,8/30/20,79
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Combined Print and E-Book Fiction,8/30/20,35
THE SILENT WIFE,Karin Slaughter,Morrow,HarperCollins,9.78E+12,Combined Print and E-Book Fiction,8/30/20,2
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,2
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,5
FINDING FREEDOM,Omid Scobie and Carolyn Durand,Dey St.,HarperCollins,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,1
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,2
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,23
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,16
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Unitarian Universalist Association,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,21
EVIL GENIUSES,Kurt Andersen,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,1
THE TRUTHS WE HOLD,Kamala Harris,Penguin,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,5
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,3
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,13
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,25
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,123
IT WAS ALL A LIE,Stuart Stevens,Knopf,Penguin Random House,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,2
BORN A CRIME,Trevor Noah,Spiegel & Grau,Spiegel & Grau,9.78E+12,Combined Print and E-Book Nonfiction,8/30/20,70
WHERE THE CRAWDADS SING,Delia Owens,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,8/30/20,102
THE VANISHING HALF,Brit Bennett,Riverhead,Penguin Random House,9.78E+12,Hardcover Fiction,8/30/20,11
A PRIVATE CATHEDRAL,James Lee Burke,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Fiction,8/30/20,1
1ST CASE,James Patterson and Chris Tebbetts,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,8/30/20,3
THE ORDER,Daniel Silva,Harper,HarperCollins,9.78E+12,Hardcover Fiction,8/30/20,5
CHOPPY WATER,Stuart Woods,Putnam,Penguin Random House,9.78E+12,Hardcover Fiction,8/30/20,1
28 SUMMERS,Elin Hilderbrand,"Little, Brown",Hachette Book,9.78E+12,Hardcover Fiction,8/30/20,9
THE GUEST LIST,Lucy Foley,Morrow,HarperCollins,9.78E+12,Hardcover Fiction,8/30/20,11
NEAR DARK,Brad Thor,Emily Bestler/Atria,Simon & Schuster,9.78E+12,Hardcover Fiction,8/30/20,4
AMERICAN DIRT,Jeanine Cummins,Flatiron,Macmillan Publishers,9.78E+12,Hardcover Fiction,8/30/20,30
MEXICAN GOTHIC,Silvia Moreno-Garcia,Del Rey,Penguin Random House,9.78E+12,Hardcover Fiction,8/30/20,6
CAMINO WINDS,John Grisham,Doubleday,Penguin Random House,9.78E+12,Hardcover Fiction,8/30/20,16
THE SILENT PATIENT,Alex Michaelides,Celadon,Macmillan Publishers,9.78E+12,Hardcover Fiction,8/30/20,54
IF IT BLEEDS,Stephen King,Scribner,Simon & Schuster,9.78E+12,Hardcover Fiction,8/30/20,16
LUSTER,Raven Leilani,"Farrar, Straus & Giroux",HarperCollins,9.78E+12,Hardcover Fiction,8/30/20,2
LIVE FREE OR DIE,Sean Hannity,Threshold Editions,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/30/20,2
TOO MUCH AND NEVER ENOUGH,Mary L Trump,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/30/20,5
CASTE,Isabel Wilkerson,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,2
FINDING FREEDOM,Omid Scobie and Carolyn Durand,Dey St.,HarperCollins,9.78E+12,Hardcover Nonfiction,8/30/20,1
HOW TO BE AN ANTIRACIST,Ibram X. Kendi,One World,One World Publications,9.78E+12,Hardcover Nonfiction,8/30/20,24
UNTAMED,Glennon Doyle,Dial,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,23
EVIL GENIUSES,Kurt Andersen,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,1
THE ANSWER IS ...,Alex Trebek,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/30/20,4
BECOMING,Michelle Obama,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,88
EDUCATED,Tara Westover,Random House,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,130
BETWEEN THE WORLD AND ME,Ta-Nehisi Coates,One World,One World Publications,9.78E+12,Hardcover Nonfiction,8/30/20,98
THE SPLENDID AND THE VILE,Erik Larson,Crown,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,24
BLITZ,David Horowitz,Humanix,Newsmax Media,9.78E+12,Hardcover Nonfiction,8/30/20,7
THE ROOM WHERE IT HAPPENED,John Bolton,Simon & Schuster,Simon & Schuster,9.78E+12,Hardcover Nonfiction,8/30/20,8
BREATH,James Nestor,Riverhead,Penguin Random House,9.78E+12,Hardcover Nonfiction,8/30/20,8
THEN SHE WAS GONE,Lisa Jewell,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/30/20,57
THE MIDWIFE MURDERS,James Patterson and Richard DiLallo,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,8/30/20,1
LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,67
BELOVED,Toni Morrison,Vintage,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,7
BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,65
THE LONG CALL,Ann Cleeves,Minotaur,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/30/20,3
THE NIGHTINGALE,Kristin Hannah,St. Martin's Griffin,Macmillan Publishers,9.78E+12,Trade Fiction Paperback,8/30/20,52
THE SONG OF ACHILLES,Madeline Miller,Ecco,HarperCollins,9.78E+12,Trade Fiction Paperback,8/30/20,1
THIS TENDER LAND,William Kent Krueger,Atria,Simon & Schuster,9.78E+12,Trade Fiction Paperback,8/30/20,8
THE NICKEL BOYS,Colson Whitehead,Anchor,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,7
THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,HarperCollins,9.78E+12,Trade Fiction Paperback,8/30/20,69
CAJUN JUSTICE,James Patterson and Tucker Axum III,Grand Central,Grand Central,9.78E+12,Trade Fiction Paperback,8/30/20,5
NORMAL PEOPLE,Sally Rooney,Hogarth,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,25
CIRCE,Madeline Miller,Back Bay,Hachette Book,9.78E+12,Trade Fiction Paperback,8/30/20,17
BEACH READ,Emily Henry,Berkley,Penguin Random House,9.78E+12,Trade Fiction Paperback,8/30/20,12
WHITE FRAGILITY,Robin DiAngelo,Beacon,Beacon Publishing Group,9.78E+12,Paperback Nonfiction,8/30/20,102
SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,Seal,Hachette Book,9.78E+12,Paperback Nonfiction,8/30/20,13
THE WARMTH OF OTHER SUNS,Isabel Wilkerson,Vintage,Penguin Random House,9.78E+12,Paperback Nonfiction,8/30/20,33
THE NEW JIM CROW,Michelle Alexander,New Press,New Press Publishers,9.78E+12,Paperback Nonfiction,8/30/20,199
JUST MERCY,Bryan Stevenson,One World,One World Publications,9.78E+12,Paperback Nonfiction,8/30/20,218
BORN A CRIME,Trevor Noah,One World,One World Publications,9.78E+12,Paperback Nonfiction,8/30/20,79
THE TRUTHS WE HOLD,Kamala Harris,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/30/20,1
THE COLOR OF LAW,Richard Rothstein,Liveright,Norton,9.78E+12,Paperback Nonfiction,8/30/20,16
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/30/20,95
ON TYRANNY,Timothy Snyder,Tim Duggan,Macmillan Publishers,9.78E+12,Paperback Nonfiction,8/30/20,69
STAMPED FROM THE BEGINNING,Ibram X Kendi,Bold Type,Hachette Book,9.78E+12,Paperback Nonfiction,8/30/20,13
ALEXANDER HAMILTON,Ron Chernow,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/30/20,115
MY GRANDMOTHER'S HANDS,Resmaa Menakem,Central Recovery,Central Recovery Press,9.78E+12,Paperback Nonfiction,8/30/20,3
BRAIDING SWEETGRASS,Robin Wall Kimmerer,Milkweed Editions,Milkweed Editions,9.78E+12,Paperback Nonfiction,8/30/20,21
THE GREAT INFLUENZA,John M. Barry,Penguin,Penguin Random House,9.78E+12,Paperback Nonfiction,8/30/20,17
"THE BOY, THE MOLE, THE FOX AND THE HORSE",Charlie Mackesy,HarperOne,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/30/20,41
THE LAZY GENIUS WAY,Kendra Adachi,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,8/30/20,1
ATOMIC HABITS,James Clear,Avery,Penguin Random House,9.78E+12,Advice How-To and Miscellaneous,8/30/20,40
SUPERLIFE,Darin Olien,Harper Wave,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/30/20,3
CAN'T HURT ME,David Goggins,Lioncrest,Lioncrest Publishing,9.78E+12,Advice How-To and Miscellaneous,8/30/20,10
THE FIVE LOVE LANGUAGES,Gary Chapman,Northfield,Northfield,9.78E+12,Advice How-To and Miscellaneous,8/30/20,320
"MAGNOLIA TABLE, VOL. 2",Joanna Gaines,Morrow,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/30/20,19
THE SUBTLE ART OF NOT GIVING A F*CK,Mark Manson,Harper,HarperCollins,9.78E+12,Advice How-To and Miscellaneous,8/30/20,192
GET OUT OF YOUR HEAD,Jennie Allen,WaterBrook,WaterBrook,9.78E+12,Advice How-To and Miscellaneous,8/30/20,27
YOU ARE A BADASS,Jen Sincero,Running Press,Hachette Book,9.78E+12,Advice How-To and Miscellaneous,8/30/20,218
I PROMISE,LeBron James,HarperCollins,HarperCollins,9.78E+12,Picture Books,8/30/20,1
THE DAY YOU BEGIN,Jacqueline Woodson.,Nancy Paulsen,Penguin Random House,9.78E+12,Picture Books,8/30/20,23
THE PIGEON HAS TO GO TO SCHOOL!,Mo Willems,Hyperion,Disney Publishing Worldwide,9.78E+12,Picture Books,8/30/20,25
I AM ENOUGH,Grace ers.,Balzer + Bray,HarperCollins,9.78E+12,Picture Books,8/30/20,18
KAMALA AND MAYA'S BIG IDEA,Meena Harris,Balzer + Bray,HarperCollins,9.78E+12,Picture Books,8/30/20,1
ALL ARE WELCOME,Alexandra Penfold and Suzanne Kaufman,Knopf,Penguin Random House,9.78E+12,Picture Books,8/30/20,20
HAIR LOVE,Matthew A. Cherry.,Kokila,Penguin Random House,9.78E+12,Picture Books,8/30/20,16
THE WORLD NEEDS MORE PURPLE PEOPLE,Kristen Bell and Benjamin Hart.,Random House,Penguin Random House,9.78E+12,Picture Books,8/30/20,11
WE DON'T EAT OUR CLASSMATES!,Ryan T. Higgins,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Picture Books,8/30/20,25
ANTIRACIST BABY,Ibram X. Kendi.,Kokila,Penguin Random House,9.78E+12,Picture Books,8/30/20,5
THE TWILIGHT SAGA,Stephenie Meyer,"Little, Brown",Hachette Book,9.78E+12,Series Books,8/30/20,228
THE HUNGER GAMES,Suzanne Collins,Scholastic,Scholastic,9.78E+12,Series Books,8/30/20,243
DOG MAN,Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,8/30/20,155
THE BAD GUYS,Aaron Blabey,Scholastic,Scholastic,9.78E+12,Series Books,8/30/20,91
HARRY POTTER,J.K. Rowling,Scholastic,Scholastic,9.78E+12,Series Books,8/30/20,595
DIARY OF A WIMPY KID,and   Jeff Kinney,Amulet,Abrams,9.78E+12,Series Books,8/30/20,596
GIVER QUARTET,Lois Lowry,Houghton Mifflin Harcourt,Houghton Mifflin Harcourt,9.78E+12,Series Books,8/30/20,166
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,Disney Publishing Worldwide,9.78E+12,Series Books,8/30/20,544
COURT OF THORNS AND ROSES,Sarah J Maas,Bloomsbury,Bloomsbury Publishing,9.78E+12,Series Books,8/30/20,17
CAPTAIN UNDERPANTS,and   Dav Pilkey,Scholastic,Scholastic,9.78E+12,Series Books,8/30/20,235
STAMPED,Jason Reynolds and Ibram X. Kendi,"Little, Brown",Hachette Book,9.78E+12,Young Adult Hardcover,8/30/20,21
THE HATE U GIVE,Angie Thomas,Balzer + Bray,HarperCollins,9.78E+12,Young Adult Hardcover,8/30/20,181
ONE OF US IS LYING,Karen M. McManus,Delacorte,Penguin Random House,9.78E+12,Young Adult Hardcover,8/30/20,134
HAWK,James Patterson,jimmy patterson,Hachette Book,9.78E+12,Young Adult Hardcover,8/30/20,6
