Title,Author,Publisher,Primary ISBN10,Primary ISBN13,NYT List,NYT List Published Date,Weeks on NYT List,Parent Group
THE POSTMISTRESS,Sarah Blake,Amy Einhorn/Putnam,399156194,9.7804E+12,Hardcover Fiction,3/14/10,3,Penhuin Random House
APPLE TURNOVER MURDER,Joanne Fluke,Kensington,758234899,9.78076E+12,Hardcover Fiction,3/14/10,1,Kensington Publishing Corp.
POOR LITTLE BITCH GIRL,Jackie Collins,St. Martin's,312567456,9.78031E+12,Hardcover Fiction,3/14/10,3,Macmillan Publishers
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,3/14/10,20,Penguin Random House
FLIRT,Laurell K Hamilton,Berkley,042523567X,9.78043E+12,Hardcover Fiction,3/14/10,4,Penguin Random House
HORNS,Joe Hill,Morrow/HarperCollins,61147958,9.78006E+12,Hardcover Fiction,3/14/10,2,HarperCollins
"BRAVA, VALENTINE",Adriana Trigiani,Harper/HarperCollins,61257079,9.78006E+12,Hardcover Fiction,3/14/10,3,HarperCollins
KISSER,Stuart Woods,Putnam,399156119,9.7804E+12,Hardcover Fiction,3/14/10,0,Penguin Random House
THE THREE WEISSMANNS OF WESTPORT,Cathleen Schine,"Sarah Crichton/Farrar, Straus & Giroux",374299048,9.78037E+12,Hardcover Fiction,3/14/10,0,
THE MIDNIGHT HOUSE,Alex Berenson,Putnam,399156208,9.7804E+12,Hardcover Fiction,3/14/10,0,Penguin Random House
THE LAST SURGEON,Michael Palmer,St. Martin's,031258749X,9.78031E+12,Hardcover Fiction,3/14/10,0,Macmillan Publishers
GAME CHANGE,John Heilemann and Mark Halperin,Harper/HarperCollins,61733636,9.78006E+12,Hardcover Nonfiction,3/14/10,7,HarperCollins
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Crown,1400052173,9.7814E+12,Hardcover Nonfiction,3/14/10,4,Penguin Random House
I AM OZZY,Ozzy Osbourne with Chris Ayres,Grand Central,446569895,9.78045E+12,Hardcover Nonfiction,3/14/10,5,Grand Central
THE POLITICIAN,Andrew Young,Thomas Dunne/St. Martin’s,031264065X,9.78031E+12,Hardcover Nonfiction,3/14/10,5,Macmillan Publishers
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,786868724,9.78079E+12,Hardcover Nonfiction,3/14/10,22,Disney Publishing Worldwide
THE CHECKLIST MANIFESTO,Atul Gawande,Metropolitan/Holt,805091742,9.78081E+12,Hardcover Nonfiction,3/14/10,8,
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,3/14/10,67,Hachette Book
WILLIE MAYS,James S Hirsch,Scribner,1416547908,9.78142E+12,Hardcover Nonfiction,3/14/10,3,Simon & Schuster
COMMITTED,Elizabeth Gilbert,Viking,670021652,9.78067E+12,Hardcover Nonfiction,3/14/10,8,Penguin Random House
STONES INTO SCHOOLS,Greg Mortenson,Viking,670021156,9.78067E+12,Hardcover Nonfiction,3/14/10,13,Penguin Random House
MAKING ROUNDS WITH OSCAR,David Dosa,Hyperion,1401323235,9.7814E+12,Hardcover Nonfiction,3/14/10,4,Disney Publishing Worldwide
ON THE BRINK,Henry M Paulson Jr,Grand Central,446561932,9.78045E+12,Hardcover Nonfiction,3/14/10,4,Grand Central
DRIVE,Daniel H Pink,Riverhead,1594488843,9.78159E+12,Hardcover Nonfiction,3/14/10,7,Penguin Random House
MAKING TOAST,Roger Rosenblatt,Ecco/HarperCollins,006182593X,9.78006E+12,Hardcover Nonfiction,3/14/10,1,
STAYING TRUE,Jenny Sanford,Ballantine,345522397,9.78035E+12,Hardcover Nonfiction,3/14/10,4,Penguin Random House
"CHANGE YOUR BRAIN, CHANGE YOUR BODY",Daniel G Amen,Harmony,307463575,9.78031E+12,Hardcover Nonfiction,3/14/10,0,Penguin Random House
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,3/14/10,0,Penguin Random House
WHAT THE DOG SAW,Malcolm Gladwell,"Little, Brown",316075841,9.78032E+12,Hardcover Nonfiction,3/14/10,0,Hachette Book
SUPERFREAKONOMICS,Steven D Levitt and Stephen J Dubner,Morrow/HarperCollins,60889578,9.78006E+12,Hardcover Nonfiction,3/14/10,0,HarperCollins
THE QUANTS,Scott Patterson,Crown Business,307453375,9.78031E+12,Hardcover Nonfiction,3/14/10,0,
LITTLE BEE,Chris Cleave,Simon & Schuster,1416589643,9.78142E+12,Trade Fiction Paperback,3/14/10,2,Simon & Schuster
THE LAST SONG,Nicholas Sparks,Grand Central,446547557,9.78045E+12,Trade Fiction Paperback,3/14/10,5,Grand Central
A RELIABLE WIFE,Robert Goolrick,Algonquin,1565129776,9.78157E+12,Trade Fiction Paperback,3/14/10,8,Algonquin Books
THE 8TH CONFESSION,James Patterson and Maxine Paetro,Grand Central,446561339,9.78045E+12,Trade Fiction Paperback,3/14/10,1,Grand Central
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,307454541,9.78031E+12,Trade Fiction Paperback,3/14/10,36,Penguin Random House
DEAR JOHN,Nicholas Sparks,Grand Central,446567329,9.78045E+12,Trade Fiction Paperback,3/14/10,25,Grand Central
LOOK AGAIN,Lisa Scottoline,St. Martin's Griffin,312380739,9.78031E+12,Trade Fiction Paperback,3/14/10,3,Macmillan Publishers
SHANGHAI GIRLS,Lisa See,Random House,812980530,9.78081E+12,Trade Fiction Paperback,3/14/10,4,Penguin Random House
SHUTTER ISLAND,Dennis Lehane,Harper Perennial,61807400,9.78006E+12,Trade Fiction Paperback,3/14/10,3,HarperCollins
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,3/14/10,93,Windblown Media
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,3/14/10,55,Macmillan Publishers
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,3/14/10,38,HarperCollins
CUTTING FOR STONE,Abraham Verghese,Vintage,375714367,9.78038E+12,Trade Fiction Paperback,3/14/10,5,Penguin Random House
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,3/14/10,125,HarperCollins
THE FORGOTTEN GARDEN,Kate Morton,Washington Square,1416550550,9.78142E+12,Trade Fiction Paperback,3/14/10,2,Simon & Schuster
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,015602943X,9.78016E+12,Trade Fiction Paperback,3/14/10,37,Houghton Mifflin Harcourt
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,3/14/10,43,Penguin Random House
THE LOVELY BONES,Alice Sebold,Back Bay,316168815,9.78032E+12,Trade Fiction Paperback,3/14/10,24,Hachette Book
OLIVE KITTERIDGE,Elizabeth Strout,Random House,812971833,9.78081E+12,Trade Fiction Paperback,3/14/10,45,Penguin Random House
PUSH,Sapphire,Vintage,679766758,9.78068E+12,Trade Fiction Paperback,3/14/10,27,Penguin Random House
THE LOST CITY OF Z,David Grann,Vintage Departures,1400078458,9.7814E+12,Paperback Nonfiction,3/14/10,5,Penguin Random House
THE BLIND SIDE,Michael Lewis,Norton,039333838X,9.78039E+12,Paperback Nonfiction,3/14/10,22,Norton
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,3/14/10,161,Penguin Random House
THE SURVIVORS CLUB,Ben Sherwood,Grand Central,446698857,9.78045E+12,Paperback Nonfiction,3/14/10,3,Grand Central
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416596364,9.78142E+12,Paperback Nonfiction,3/14/10,9,Simon & Schuster
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,3/14/10,70,Bloomsbury Publishing
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,3/14/10,282,Hachette Book
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143038419,9.78014E+12,Paperback Nonfiction,3/14/10,160,Penguin Random House
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,3/14/10,124,Hachette Book
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,3/14/10,27,HarperCollins
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806532254,9.78081E+12,Paperback Nonfiction,3/14/10,126,Kensington Publishing Corp.
A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,Harper Perennial,60838655,9.78006E+12,Paperback Nonfiction,3/14/10,5,HarperCollins
IN DEFENSE OF FOOD,Michael Pollan,Penguin,143114964,9.78014E+12,Paperback Nonfiction,3/14/10,38,Penguin Random House
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,3/14/10,71,
A PATRIOT'S HISTORY OF THE UNITED STATES,Larry Schweikart and Michael Allen,Sentinel,1595230327,9.7816E+12,Paperback Nonfiction,3/14/10,3,Penguin Random House
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,3/14/10,126,Penguin Random House
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,3/14/10,167,Simon & Schuster
LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,"Back Bay/Little, Brown",316044695,9.78032E+12,Paperback Nonfiction,3/14/10,59,Hachette Book
ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,Mariner/Houghton Mifflin Harcourt,547248237,9.78055E+12,Paperback Nonfiction,3/14/10,6,
HOW WE DECIDE,Jonah Lehrer,Mariner,547247990,9.78055E+12,Paperback Nonfiction,3/14/10,3,HarperCollins
THE EASTER EGG,Jan Brett,Putnam,039925238X,9.7804E+12,Picture Books,3/14/10,3,Penguin Random House
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",316013560,9.78032E+12,Picture Books,3/14/10,17,Hachette Book
DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE,Jo Casey and Laura Gilbert,DK,756659825,9.78076E+12,Picture Books,3/14/10,1,Penguin Random House
LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA,Greg Mortenson and Susan L Roth,Dial,803730586,9.7808E+12,Picture Books,3/14/10,48,Penguin Random House
"CAT THE CAT, WHO IS THAT?",Mo Willems,Balzer & Bray/HarperCollins,61728403,9.78006E+12,Picture Books,3/14/10,2,
WADDLE!,Rufus Butler Seder,Workman,761151125,9.78076E+12,Picture Books,3/14/10,24,Hachette Book
LET'S SAY HI TO FRIENDS WHO FLY!,Mo Willems,Balzer & Bray/HarperCollins,006172842X,9.78006E+12,Picture Books,3/14/10,1,
ALL THE WORLD,Liz Garton Scanlon,Beach Lane,1416985808,9.78142E+12,Picture Books,3/14/10,6,
I AM GOING!,Mo Willems,Hyperion,1423119908,9.78142E+12,Picture Books,3/14/10,4,Disney Publishing Worldwide
SIT-IN,Andrea Davis Pinkney,"Little, Brown",316070165,9.78032E+12,Picture Books,3/14/10,3,Hachette Book
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,142313494X,9.78142E+12,Series Books,3/14/10,138,Disney Publishing Worldwide
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810993139,9.78081E+12,Series Books,3/14/10,59,Abrams
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316027650,9.78032E+12,Series Books,3/14/10,134,Hachette Book
THE 39 CLUES,various authors,Scholastic,545060478,9.78055E+12,Series Books,3/14/10,37,Scholastic
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,312567480,9.78031E+12,Series Books,3/14/10,79,Macmillan Publishers
MAGIC TREE HOUSE,Mary Pope Osborne.,"Stepping Stone/Random House, hardcover and paper",375856501,9.78038E+12,Series Books,3/14/10,221,
CHRONICLES OF VLADIMIR TOD,Heather Brewer,Putnam,525422439,9.78053E+12,Series Books,3/14/10,3,Penguin Random House
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,3/14/10,44,HarperCollins
RANGER’S APPRENTICE,John Flanagan,"Philomel, hardcover and paper",399252053,9.7804E+12,Series Books,3/14/10,39,
WAKE,Lisa McMann,Simon Pulse,1416979182,9.78142E+12,Series Books,3/14/10,2,
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,2/14/10,44,Penhuin Random House
THE LOST SYMBOL,Dan Brown,Doubleday,385504225,9.78039E+12,Hardcover Fiction,2/14/10,20,Penguin Random House
KISSER,Stuart Woods,Putnam,399156119,9.7804E+12,Hardcover Fiction,2/14/10,2,Penguin Random House
BLOOD TIES,Kay Hooper,Bantam,553804863,9.78055E+12,Hardcover Fiction,2/14/10,1,Penguin Random House
THE FIRST RULE,Robert Crais,Putnam,399156135,9.7804E+12,Hardcover Fiction,2/14/10,3,Penguin Random House
THE SWAN THIEVES,Elizabeth Kostova,"Little, Brown",316065781,9.78032E+12,Hardcover Fiction,2/14/10,3,Hachette Book
CROSS FIRE,James Patterson,"Little, Brown",316018783,9.78032E+12,Hardcover Fiction,2/14/10,11,Hachette Book
THE LAST SONG,Nicholas Sparks,Grand Central,446547565,9.78045E+12,Hardcover Fiction,2/14/10,21,Grand Central
THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,307269981,9.78031E+12,Hardcover Fiction,2/14/10,16,Penguin Random House
ROSES,Leila Meacham,Grand Central,446550000,9.78045E+12,Hardcover Fiction,2/14/10,3,Grand Central
THE WOLF AT THE DOOR,Jack Higgins,Putnam,399156127,9.7804E+12,Hardcover Fiction,2/14/10,2,Penguin Random House
THE BURNING LAND,Bernard Cornwell,Harper/HarperCollins,60888741,9.78006E+12,Hardcover Fiction,2/14/10,2,HarperCollins
IMPACT,Douglas Preston,Forge,765317680,9.78077E+12,Hardcover Fiction,2/14/10,4,Macmillan Publishers
"I, SNIPER",Stephen Hunter,Simon & Schuster,1416565159,9.78142E+12,Hardcover Fiction,2/14/10,5,Simon & Schuster
NOAH’S COMPASS,Anne Tyler,Knopf,307272400,9.78031E+12,Hardcover Fiction,2/14/10,4,Penguin Random House
GATOR A-GO-GO,Tim Dorsey,Morrow/HarperCollins,61432717,9.78006E+12,Hardcover Fiction,2/14/10,1,HarperCollins
DEEPER THAN THE DEAD,Tami Hoag,Dutton,052595130X,9.78053E+12,Hardcover Fiction,2/14/10,0,Penguin Random House
HALF BROKE HORSES,Jeannette Walls,Scribner,1416586288,9.78142E+12,Hardcover Fiction,2/14/10,0,Simon & Schuster
DEAD AND GONE,Charlaine Harris,Ace,441017150,9.78044E+12,Hardcover Fiction,2/14/10,0,Penguin Random House
"UNDER THE DOME, PART 1",Stephen King,Scribner,1439148503,9.78144E+12,Hardcover Fiction,2/14/10,0,Simon & Schuster
GAME CHANGE,John Heilemann and Mark Halperin,Harper/HarperCollins,61733636,9.78006E+12,Hardcover Nonfiction,2/14/10,3,HarperCollins
I AM OZZY,Ozzy Osbourne with Chris Ayres,Grand Central,446569895,9.78045E+12,Hardcover Nonfiction,2/14/10,1,Grand Central
THE POLITICIAN,Andrew Young,Thomas Dunne/St. Martin’s,031264065X,9.78031E+12,Hardcover Nonfiction,2/14/10,1,Macmillan Publishers
COMMITTED,Elizabeth Gilbert,Viking,670021652,9.78067E+12,Hardcover Nonfiction,2/14/10,4,Penguin Random House
HAVE A LITTLE FAITH,Mitch Albom,Hyperion,786868724,9.78079E+12,Hardcover Nonfiction,2/14/10,18,Disney Publishing Worldwide
OUTLIERS,Malcolm Gladwell,"Little, Brown",316017922,9.78032E+12,Hardcover Nonfiction,2/14/10,63,Hachette Book
STONES INTO SCHOOLS,Greg Mortenson,Viking,670021156,9.78067E+12,Hardcover Nonfiction,2/14/10,9,Penguin Random House
JUST KIDS,Patti Smith,Ecco/HarperCollins,006621131X,9.78007E+12,Hardcover Nonfiction,2/14/10,2,
COURTING DISASTER,Marc A Thiessen,Regnery,1596986034,9.7816E+12,Hardcover Nonfiction,2/14/10,1,Regnery Publishing
THE CHECKLIST MANIFESTO,Atul Gawande,Metropolitan/Holt,805091742,9.78081E+12,Hardcover Nonfiction,2/14/10,4,
GOING ROGUE,Sarah Palin,Harper/HarperCollins,61939897,9.78006E+12,Hardcover Nonfiction,2/14/10,11,HarperCollins
SUPERFREAKONOMICS,Steven D Levitt and Stephen J Dubner,Morrow/HarperCollins,60889578,9.78006E+12,Hardcover Nonfiction,2/14/10,15,HarperCollins
WHAT THE DOG SAW,Malcolm Gladwell,"Little, Brown",316075841,9.78032E+12,Hardcover Nonfiction,2/14/10,15,Hachette Book
DRIVE,Daniel H Pink,Riverhead,1594488843,9.78159E+12,Hardcover Nonfiction,2/14/10,4,Penguin Random House
OPEN,Andre Agassi,Knopf,307268195,9.78031E+12,Hardcover Nonfiction,2/14/10,12,Penguin Random House
TOO BIG TO FAIL,Andrew Ross Sorkin,Viking,670021253,9.78067E+12,Hardcover Nonfiction,2/14/10,12,Penguin Random House
BORN TO RUN,Christopher McDougall,Knopf,307266303,9.78031E+12,Hardcover Nonfiction,2/14/10,0,Penguin Random House
FREEFALL,Joseph Stiglitz,Norton,393075966,9.78039E+12,Hardcover Nonfiction,2/14/10,0,Norton
EVIDENCE OF THE AFTERLIFE,Jeffrey Long with Paul Perry,HarperOne /HarperCollins,61452556,9.78006E+12,Hardcover Nonfiction,2/14/10,0,
INTELLECTUALS AND SOCIETY,Thomas Sowell,Basic,046501948X,9.78047E+12,Hardcover Nonfiction,2/14/10,0,Perseus Books
A RELIABLE WIFE,Robert Goolrick,Algonquin,1565129776,9.78157E+12,Trade Fiction Paperback,2/14/10,4,Algonquin Books
THE LOVELY BONES,Alice Sebold,Back Bay,316168815,9.78032E+12,Trade Fiction Paperback,2/14/10,20,Hachette Book
DEAR JOHN,Nicholas Sparks,Warner,446567329,9.78045E+12,Trade Fiction Paperback,2/14/10,21,
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Vintage,307454541,9.78031E+12,Trade Fiction Paperback,2/14/10,32,Penguin Random House
THE LAST SONG,Nicholas Sparks,Grand Central,446547557,9.78045E+12,Trade Fiction Paperback,2/14/10,1,Grand Central
SARAH’S KEY,Tatiana de Rosnay,St. Martin's Griffin,312370849,9.78031E+12,Trade Fiction Paperback,2/14/10,51,Macmillan Publishers
THE ART OF RACING IN THE RAIN,Garth Stein,Harper Paperbacks,61537969,9.78006E+12,Trade Fiction Paperback,2/14/10,34,HarperCollins
TRUE COLORS,Kristin Hannah,St. Martin's Griffin,312606125,9.78031E+12,Trade Fiction Paperback,2/14/10,4,Macmillan Publishers
OLIVE KITTERIDGE,Elizabeth Strout,Random House,812971833,9.78081E+12,Trade Fiction Paperback,2/14/10,41,Penguin Random House
THE SHACK,William P Young,Windblown Media,964729237,9.78096E+12,Trade Fiction Paperback,2/14/10,89,Windblown Media
CUTTING FOR STONE,Abraham Verghese,Vintage,375714367,9.78038E+12,Trade Fiction Paperback,2/14/10,1,Penguin Random House
PUSH,Sapphire,Vintage,679766758,9.78068E+12,Trade Fiction Paperback,2/14/10,23,Penguin Random House
THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,385341008,9.78039E+12,Trade Fiction Paperback,2/14/10,39,Penguin Random House
THE PIANO TEACHER,Janice Y K Lee,Penguin,143116533,9.78014E+12,Trade Fiction Paperback,2/14/10,11,Penguin Random House
THE ELEGANCE OF THE HEDGEHOG,Muriel Barbery,Europa,1933372605,9.78193E+12,Trade Fiction Paperback,2/14/10,55,
LET THE GREAT WORLD SPIN,Colum McCann,Random House,812973992,9.78081E+12,Trade Fiction Paperback,2/14/10,9,Penguin Random House
THE TIME TRAVELER'S WIFE,Audrey Niffenegger,Harvest/Harcourt,015602943X,9.78016E+12,Trade Fiction Paperback,2/14/10,33,Houghton Mifflin Harcourt
HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,Ballantine,345505344,9.78035E+12,Trade Fiction Paperback,2/14/10,9,Penguin Random House
THE ALCHEMIST,Paulo Coelho,HarperOne,61122416,9.78006E+12,Trade Fiction Paperback,2/14/10,122,HarperCollins
WHEN WILL THERE BE GOOD NEWS?,Kate Atkinson,Back Bay,316012831,9.78032E+12,Trade Fiction Paperback,2/14/10,2,Hachette Book
THE BLIND SIDE,Michael Lewis,Norton,039333838X,9.78039E+12,Paperback Nonfiction,2/14/10,18,Norton
THE LOST CITY OF Z,David Grann,Vintage Departures,1400078458,9.7814E+12,Paperback Nonfiction,2/14/10,1,Penguin Random House
THREE CUPS OF TEA,Greg Mortenson and David Oliver Relin,Penguin,143038257,9.78014E+12,Paperback Nonfiction,2/14/10,157,Penguin Random House
A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT,Howard Zinn,Harper Perennial,60838655,9.78006E+12,Paperback Nonfiction,2/14/10,1,HarperCollins
"ARE YOU THERE, VODKA? IT’S ME, CHELSEA",Chelsea Handler,Simon Spotlight Entertainment,1416596364,9.78142E+12,Paperback Nonfiction,2/14/10,5,Simon & Schuster
"EAT, PRAY, LOVE",Elizabeth Gilbert,Penguin,143038419,9.78014E+12,Paperback Nonfiction,2/14/10,156,Penguin Random House
IN DEFENSE OF FOOD,Michael Pollan,Penguin,143114964,9.78014E+12,Paperback Nonfiction,2/14/10,34,Penguin Random House
I HOPE THEY SERVE BEER IN HELL,Tucker Max,Citadel/Kensington,806532254,9.78081E+12,Paperback Nonfiction,2/14/10,122,Kensington Publishing Corp.
THE OMNIVORE’S DILEMMA,Michael Pollan,Penguin,143038583,9.78014E+12,Paperback Nonfiction,2/14/10,122,Penguin Random House
TIPPING POINT,Malcolm Gladwell,"Back Bay/Little, Brown",316346624,9.78032E+12,Paperback Nonfiction,2/14/10,278,Hachette Book
FREAKONOMICS,Steven D Levitt and Stephen J Dubner,Harper Perennial,60731338,9.78006E+12,Paperback Nonfiction,2/14/10,23,HarperCollins
THE GLASS CASTLE,Jeannette Walls,Scribner,074324754X,9.78074E+12,Paperback Nonfiction,2/14/10,163,Simon & Schuster
SAME KIND OF DIFFERENT AS ME,Ron Hall and Denver Moore with Lynn Vincent,Nelson,084991910X,9.78085E+12,Paperback Nonfiction,2/14/10,67,
MOUNTAINS BEYOND MOUNTAINS,Tracy Kidder,Random House,812980557,9.78081E+12,Paperback Nonfiction,2/14/10,12,Penguin Random House
BLINK,Malcolm Gladwell,"Back Bay/Little, Brown",316010669,9.78032E+12,Paperback Nonfiction,2/14/10,120,Hachette Book
HOW WE DECIDE,Jonah Lehrer,Mariner,547247990,9.78055E+12,Paperback Nonfiction,2/14/10,1,HarperCollins
MY HORIZONTAL LIFE,Chelsea Handler,Bloomsbury,1582346186,9.78158E+12,Paperback Nonfiction,2/14/10,66,Bloomsbury Publishing
THE VALUE OF NOTHING,Raj Patel,Picador,031242924X,9.78031E+12,Paperback Nonfiction,2/14/10,4,Holtzbrinck Publishing Group/Macmillan
ANIMALS MAKE US HUMAN,Temple Grandin and Catherine Johnson,Mariner/Houghton Mifflin Harcourt,547248237,9.78055E+12,Paperback Nonfiction,2/14/10,3,
MY LIFE IN FRANCE,Julia Child with Alex Prud’homme,Anchor,307474852,9.78031E+12,Paperback Nonfiction,2/14/10,26,Penguin Random House
THE LION AND THE MOUSE,Jerry Pinkney,"Little, Brown",316013560,9.78032E+12,Picture Books,2/14/10,13,Hachette Book
I AM GOING!,Mo Willems,Hyperion,1423119908,9.78142E+12,Picture Books,2/14/10,1,Disney Publishing Worldwide
ALL THE WORLD,Liz Garton Scanlon,Simon & Schuster,1416985808,9.78142E+12,Picture Books,2/14/10,2,Simon & Schuster
AMELIA BEDELIA'S FIRST VALENTINE,Herman Parish,Greenwillow/HarperCollins,61544582,9.78006E+12,Picture Books,2/14/10,1,
WADDLE!,Rufus Butler Seder,Workman,761151125,9.78076E+12,Picture Books,2/14/10,20,Hachette Book
THE CURIOUS GARDEN,Peter Brown,"Little, Brown",316015474,9.78032E+12,Picture Books,2/14/10,21,Hachette Book
RED SINGS FROM TREETOPS,Joyce Sidman,Houghton Mifflin Harcourt,547014945,9.78055E+12,Picture Books,2/14/10,2,Houghton Mifflin Harcourt
NUBS,"Brian Dennis, Mary Nethery and Kir Larson","Little, Brown",031605318X,9.78032E+12,Picture Books,2/14/10,13,Hachette Book
OTIS,Loren Long,Philomel,399252487,9.7804E+12,Picture Books,2/14/10,12,Penguin Random House
HOW DO DINOSAURS SAY I LOVE YOU?,Jane Yolen,Blue Sky/Scholastic,545143144,9.78055E+12,Picture Books,2/14/10,1,Scholastic
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,Disney-Hyperion,1423119509,9.78142E+12,Series Books,2/14/10,134,Disney Publishing Worldwide
THE TWILIGHT SAGA,Stephenie Meyer,"Megan Tingley/Little, Brown",316027650,9.78032E+12,Series Books,2/14/10,130,Hachette Book
DIARY OF A WIMPY KID,and   Jeff Kinney,Abrams,810993139,9.78081E+12,Series Books,2/14/10,55,Abrams
HOUSE OF NIGHT,PC Cast and Kristin Cast,St. Martin's,312567480,9.78031E+12,Series Books,2/14/10,75,Macmillan Publishers
MAGIC TREE HOUSE,Mary Pope Osborne.,"Stepping Stone/Random House, hardcover and paper",375856501,9.78038E+12,Series Books,2/14/10,217,
RANGER’S APPRENTICE,John Flanagan,"Philomel, hardcover and paper",399252053,9.7804E+12,Series Books,2/14/10,37,
PRETTY LITTLE LIARS,Sara Shepard,HarperTeen,61566144,9.78006E+12,Series Books,2/14/10,13,HarperCollins
VAMPIRE DIARIES,L J Smith,HarperTeen,61140988,9.78006E+12,Series Books,2/14/10,40,HarperCollins
THE IMMORTALS,Alyson Noël,St. Martin's Griffin,031259044X,9.78031E+12,Series Books,2/14/10,11,Macmillan Publishers
THE MORTAL INSTRUMENTS,Cassandra Clare,McElderry/Simon & Schuster,1416914307,9.78142E+12,Series Books,2/14/10,32,
THE LOST SYMBOL,Dan Brown,Doubleday,385504225,9.78039E+12,Hardcover Fiction,1/17/10,16,Penguin Random House
THE HELP,Kathryn Stockett,Amy Einhorn/Putnam,399155341,9.7804E+12,Hardcover Fiction,1/17/10,40,Penhuin Random House
CROSS FIRE,James Patterson,"Little, Brown",316018783,9.78032E+12,Hardcover Fiction,1/17/10,7,Hachette Book
SIZZLE,Julie Garwood,Ballantine,345500776,9.78035E+12,Hardcover Fiction,1/17/10,1,Penguin Random House
FIRED UP,Jayne Ann Krentz,Putnam,399155961,9.7804E+12,Hardcover Fiction,1/17/10,1,Penguin Random House
THE HONOR OF SPIES,W E B Griffin and William E Butterworth IV,Putnam,039915566X,9.7804E+12,Hardcover Fiction,1/17/10,1,Penguin Random House
DEEPER THAN THE DEAD,Tami Hoag,Dutton,052595130X,9.78053E+12,Hardcover Fiction,1/17/10,1,Penguin Random House
THE LAST SONG,Nicholas Sparks,Grand Central,446547565,9.78045E+12,Hardcover Fiction,1/17/10,17,Grand Central
ALTAR OF EDEN,James Rollins,Morrow/HarperCollins,61231428,9.78006E+12,Hardcover Fiction,1/17/10,1,HarperCollins
